Job Seeker ID,Surname,Given Name,Date of Birth,Next Provider Appointment,Allowance Type,Job Plan Status,Job Plan Date,Contact Number,Job Seeker Tags,Age,Client Group,Client Note,Commencement Date,Contract Type,Early School Leaver,Exit Date,Group By,Job Search,Managed By,NEIS Referred,Outcome,Period Of Service (weeks),Phase,Placement Status,Postcode,Priority,Referral Date,Seasonal Work Eligibility,Specialist Type,Stream,Subcontractor,Suburb,Suspension Reason,Time in Program (weeks),Time with Provider (weeks),Time with Site (weeks),Outstanding non-compliance event,Demerit/ Penalty Count
3506990,OLDLAND,TARALEE,17/02/1996,,,Approved,25/06/2019,491555555,,23,No Client Group,,25/06/2019,jobactive,,,,0,(BO2626),,,0,Self Service and Job Activity,Commenced,4870,0,20/06/2019,,All Client Types,Stream A,0,CAIRNS NORTH,,23,23,22,,
3530360,FIDDY,SUANNE,8/04/2002,,Youth Allowance,Approved,23/08/2019,491555555,,17,ATSI,,23/08/2019,jobactive,Yes,,,20,(DBXSFP74),,,0,Case Management,Commenced,4868,0,20/08/2019,,All Client Types,Stream B,0,MOUNT SHERIDAN,,14,14,14,,
3579300,BERICH,TYESON,3/06/2000,,,Approved,28/06/2019,491555555,,19,No Client Group,,28/06/2019,jobactive,,,,20,(BO2626),,,0,Self Service and Job Activity,Commenced,4869,0,27/06/2019,,All Client Types,Stream A,0,EDMONTON,,22,22,22,,
3676380,EASTGATE,ROSELENE,17/08/1968,,,Approved,12/07/2019,491555555,,51,No Client Group,,12/07/2019,jobactive,,,,8,(BO2626),,,0,Self Service and Job Activity,Commenced,4870,0,5/07/2019,,All Client Types,Stream A,0,MOOROOBOOL,,20,20,19,,
3697490,LORNIE,SATINDER,18/05/2001,,Youth Allowance,Approved,15/07/2019,491555555,,18,No Client Group,,15/07/2019,jobactive,,,,20,(BO2626),,,0,Case Management,Commenced,4870,0,8/07/2019,,All Client Types,Stream A,0,MANOORA,,20,20,19,,
3741080,SHERWIN,KARON,19/04/2001,,,Approved,1/08/2019,491555555,,18,ATSI,,1/08/2019,jobactive,,,,10,(DBXSFP74),,,0,Case Management,Commenced,4868,0,22/07/2019,,All Client Types,Stream B,0,WHITE ROCK,,18,18,17,,
3743940,SLANEY,KARLENE,22/06/1993,,Newstart Allowance,Pending,,491555555,,26,No Client Group,hotel,18/07/2019,jobactive,,,,0,(BO2626),,,0,Self Service and Job Activity,Commenced,4870,0,12/07/2019,,All Client Types,Stream A,0,BUNGALOW,,20,20,19,,
3868910,SEESINK,CONNOR,28/12/2001,,Youth Allowance,Approved,12/08/2019,491555555,,18,No Client Group,,12/08/2019,jobactive,,,,10,(BO2626),,,0,Case Management,Suspended,4868,0,23/07/2019,,All Client Types,Stream A,0,WHITE ROCK,Temporary Incapacity Exemption - Serious Illness,5,18,15,,
3895680,NEIBERDING,CHOL,8/09/1955,,Newstart Allowance,Approved,30/07/2019,491555555,,64,No Client Group,,30/07/2019,jobactive,,,,2,(BO2626),,,0,Self Service and Job Activity,Commenced,4869,0,25/07/2019,,All Client Types,Stream A,0,BENTLEY PARK,,18,18,17,,
3937210,JURAK,RYLAND,21/06/2001,,,Pending,,491555555,,18,No Client Group,,,jobactive,,,,0,(WLJRND85),,,0,Self Service and Job Activity,Pending,4869,0,31/07/2019,,All Client Types,Stream A,0,EDMONTON,,17,17,0,,
3963470,PUCHALSKI,JAHNAVI,15/12/2001,,,No Job Plan,,491555555,,18,ATSI,,,jobactive,,,,0,(DBXSFP74),,,0,Case Management,Pending,4868,0,15/08/2019,,All Client Types,Stream B,0,BAYVIEW HEIGHTS,,15,15,0,,
11980709,EGEBERG,LAVINA,10/07/1974,,Newstart Allowance,Approved,15/01/2019,491555555,,45,Principal Carer Parent,,15/01/2019,jobactive,,,,0,(KL2610),,,0,Self Service and Job Activity,Suspended,4869,0,5/01/2018,,All Client Types,Stream A,0,BENTLEY PARK,Job Seeker Undertaking Part Time Work,5,99,45,,
16503109,STEPANOVSKI,ANASTASIYA,5/02/1956,,Newstart Allowance,Approved,21/08/2019,491555555,,63,No Client Group,,,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4868,0,9/08/2017,,All Client Types,Stream B,0,WHITE ROCK,Temporary Reduced Work Capacity,2,120,0,,
17432004,HARMEY,BRIN,28/03/1979,,Newstart Allowance,Approved,11/02/2019,491555555,,40,No Client Group,Driving,11/02/2019,jobactive,,,,8,(BFTDCM93),,,0,Case Management,Suspended,4869,0,8/02/2019,,All Client Types,Stream C,0,EDMONTON,Major Personal Disruption Exemption,19,35,35,,
26254004,MILICIC,HINABEN,16/04/1979,,Parenting Payment Single,Approved,24/04/2019,491555555,,40,ATSI Principal Carer Parent,(G) HSKP /RTL,10/11/2017,jobactive,,,,2,(CW2761),,,0,Case Management,Commenced,4870,0,6/11/2017,,All Client Types,Stream B,0,MOOROOBOOL,,107,107,107,,
29498809,MCCASKIE,SOHEIL,10/11/1959,,Carer Payment,Approved,9/05/2019,91555555,,60,No Client Group,,,jobactive,,,AMBER,0,(GWZCVP49),,,0,Self Service and Job Activity,Pending,4865,0,14/07/2015,,All Client Types,Stream A Volunteer,0,GORDONVALE,Break in Service,186,227,225,,
30882004,PRINDIVILLE,ADDIE,23/03/1971,,Newstart Allowance,Approved,18/07/2019,,,48,No Client Group,,12/06/2019,jobactive,,,,12,(XPZSWK36),,,0,Work for the Dole,Commenced,4868,0,29/05/2019,,All Client Types,Stream A,0,WHITE ROCK,,97,26,24,,
31119409,GORRINGE,VUI,25/07/1963,,Newstart Allowance,Approved,3/07/2019,491555555,,56,No Client Group,,19/02/2018,jobactive,,,,5,(CW2761),,,0,Work for the Dole,Commenced,4868,0,5/01/2018,,All Client Types,Stream B,0,MOUNT SHERIDAN,,83,99,92,,
31266609,THERON,ZOHAR,26/04/1992,,Newstart Allowance,Approved,24/05/2019,491555555,,27,No Client Group,"(O)NoID,LAB",9/04/2019,jobactive,,,,4,(XJKQTP93),,,0,Work for the Dole,Commenced,4870,0,9/04/2019,,All Client Types,Stream C,0,WESTCOURT,,213,223,170,,
38141019,DI MASCIO,OSTOJA,27/11/1964,,Newstart Allowance,Approved,30/08/2019,491555555,,55,No Client Group,"HR, FL, c",13/08/2018,jobactive,,,,0,(XPZSWK36),,,0,Case Management,Commenced,4870,0,10/08/2018,,All Client Types,Stream A,0,REDLYNCH,Temporary Medical Incapacity Exemption,55,57,57,,
38318509,ODENTHAL,CHARIF,14/04/1990,,Newstart Allowance,Approved,10/06/2019,491555555,,29,ATSI,"WC, Lab, Lnd",16/07/2015,jobactive,,,GRN DL,10,(GWZCVP49),,,0,Case Management,Commenced,4870,0,1/07/2015,,All Client Types,Stream B,0,WESTCOURT,,173,192,190,,
38526009,RALLIS,NAKIYA,14/04/1964,,Newstart Allowance,Approved,16/07/2019,491555555,,55,No Client Group,,27/06/2019,jobactive,,,,1,(XJFZTC64),,,0,Work for the Dole,Commenced,4871,0,27/06/2019,,All Client Types,Stream B,0,ALOOMBA,,193,229,21,,
39205019,JOICEY,LIHUI,30/03/1964,,Newstart Allowance,Approved,13/05/2019,70109999,,55,No Client Group,,9/04/2018,jobactive,,,,0,(BFTDCM93),,,0,Work for the Dole,Commenced,4870,0,15/06/2017,,All Client Types,Stream C,0,MOOROOBOOL,,122,125,125,,
40573409,GIOFFRE,PRESLEY,12/06/1986,,Newstart Allowance,Approved,27/11/2018,491555555,,33,No Client Group,,20/11/2017,jobactive,,,,10,(TT3371),,,0,Work for the Dole,Commenced,4869,0,9/08/2016,,All Client Types,Stream B,0,BENTLEY PARK,,153,166,163,,
48462909,CACHIA,JI,11/11/1995,,Newstart Allowance,Approved,8/08/2019,491555555,,24,No Client Group,2ndyrHdresser,27/02/2019,jobactive,,,,15,(JD3304),,,0,Case Management,Commenced,4869,0,31/07/2018,,All Client Types,Stream A,0,EDMONTON,Temporary Medical Incapacity Exemption,53,56,39,,
49790909,LAGALUGA,SON,15/01/1997,,Newstart Allowance,Approved,29/04/2019,491555555,,23,No Client Group,,29/04/2019,jobactive,,,,20,(JD3304),,,0,Case Management,Commenced,4869,0,24/04/2019,,All Client Types,Stream A,0,EDMONTON,,31,31,30,,
52313119,ARRELL,AMOLAK,1/09/1970,,Carer Payment,Approved,14/03/2019,491555555,,49,No Client Group,,,jobactive,,,,8,(XPZSWK36),,,0,Self Service and Job Activity,Pending,4870,0,27/03/2018,,All Client Types,Stream A Volunteer,0,MOOROOBOOL,Break in Service,85,85,84,,
55743509,SPAAN,MANPREET,12/08/1983,,Newstart Allowance,Pending,,******,,36,ATSI,,20/12/2018,jobactive,,,,0,(TT3371),,,0,Case Management,Commenced,4870,0,5/12/2018,,All Client Types,Stream B,0,MOOROOBOOL,,220,51,49,,
57917209,DOKAS,GULSHAN,18/11/1969,,Newstart Allowance,Approved,22/05/2019,70109999,,50,No Client Group,Amb Retail,3/04/2018,jobactive,,,,10,(XPZSWK36),,,0,Work for the Dole,Commenced,4870,0,28/03/2018,,All Client Types,Stream A,0,CAIRNS,,79,87,86,,
58393004,EL SHEIKH,SALWA,27/05/1977,,Newstart Allowance,Approved,28/08/2019,491555555,,42,No Client Group,,28/06/2018,jobactive,,15/01/2020,,8,(XPZSWK36),,IES Exit,0,,Exited,4865,0,27/06/2018,,All Client Types,Stream A,0,GORDONVALE,,62,62,62,,
58772809,BIEHLER,DUSTYN,4/02/1994,,Newstart Allowance,Approved,1/08/2019,491555555,,25,ATSI,Lab Removal Gar,22/10/2018,jobactive,,,Cert III Logis,15,(XJFZTC64),,,0,Case Management,Commenced,4868,0,17/09/2018,,All Client Types,Stream B,0,WOREE,,228,62,57,,
60651109,METAXIOTIS,SHAILENDRA,29/04/1959,,Newstart Allowance,Pending,,491555555,,60,No Client Group,MR WC logis,27/05/2019,jobactive,,,,0,(XJFZTC64),,,0,Case Management,Commenced,4865,0,24/08/2018,,All Client Types,Stream B,0,GOLDSBOROUGH,,27,66,65,,
62493609,DUSZYNSKI,INGRID,13/07/1989,,Newstart Allowance,Approved,8/03/2019,491555555,,30,ATSI Principal Carer Parent,Study,9/01/2017,jobactive,,,,8,(XJFZTC64),,,0,Work for the Dole,Suspended,4868,0,24/08/2016,,All Client Types,Stream B,0,MOUNT SHERIDAN,Temporary Medical Incapacity Exemption,145,169,169,,
63370005,FLYNNE,PEDRO,28/03/1959,,Newstart Allowance,Approved,20/06/2019,70109999,,60,No Client Group,,21/04/2017,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4870,0,13/04/2017,,All Client Types,Stream B,0,MOOROOBOOL,Voluntary Work,31,137,136,,
68789809,KOCHER,MAISON,4/02/1994,,Newstart Allowance,Approved,27/06/2019,491555555,,25,No Client Group,Red- No DL,19/02/2018,jobactive,,,,12,(XPZSWK36),,,0,Case Management,Commenced,4868,0,16/02/2018,,All Client Types,Stream A,0,WOREE,,93,93,92,,
69306007,GOODHALL,BOZ,10/04/1963,,Newstart Allowance,Approved,25/06/2019,491555555,,56,No Client Group,Accountant,30/11/2017,jobactive,,,,10,(CW2761),,,0,Case Management,Commenced,4869,0,28/11/2017,,All Client Types,Stream A,0,BENTLEY PARK,,91,91,91,,
72940509,GOR,SOON OK,28/08/1970,,Newstart Allowance,Approved,4/03/2019,******,,49,ATSI Principal Carer Parent,"(G)SUP,HSK,CLN",10/01/2017,jobactive,,,,15,(XJKQTP93),,,0,Work for the Dole,Suspended,4870,0,9/01/2017,,All Client Types,Stream B,0,CAIRNS,Temporary Medical Incapacity Exemption,137,148,148,,
81681709,VAN MOSSEVELD,NEVEEN,15/01/1977,,Parenting Payment Single,Pending,,491555555,,43,ATSI Principal Carer Parent,No EXP N C/L,5/12/2017,jobactive,,,RED DV,0,(GWZCVP49),,,0,Case Management,Commenced,4869,0,13/10/2017,,All Client Types,Stream B,0,EDMONTON,,103,110,102,,
82008509,BEENS,LAN THI,21/02/1990,,Newstart Allowance,Approved,17/05/2019,491555555,,29,ATSI,RJCP,8/03/2018,jobactive,,,,10,(XJFZTC64),,,0,Work for the Dole,Commenced,4870,0,5/02/2018,,All Client Types,Stream B,0,PARRAMATTA PARK,,83,84,80,,
83476909,DE LEUR,LEEROY,19/08/1998,,Youth Allowance,No Job Plan,,491555555,,21,ATSI,,,jobactive,,,,15,(DBXSFP74),,,0,Case Management,Pending,4870,0,16/04/2019,,All Client Types,Stream C,0,CAIRNS,,39,39,38,,
83938709,KNIGHTON,TUAINE,3/03/1994,,Newstart Allowance,Approved,18/07/2019,491555555,,25,No Client Group,,18/07/2019,jobactive,,,,20,(BO2626),,,0,Self Service and Job Activity,Commenced,4868,0,26/06/2019,,All Client Types,Stream A,0,WOREE,,22,22,19,,
85140004,TEMENCZKO,BASILIOS,23/07/1955,,Newstart Allowance,Approved,4/03/2019,491555555,,64,ATSI,FL LR MILL,12/12/2017,jobactive,,,,1,(KL2610),,,0,Work for the Dole,Suspended,4865,0,31/01/2017,,All Client Types,Stream B,0,GORDONVALE,Temporary Incapacity Exemption - Serious Illness,86,147,147,,
86580004,KHEIR,SUHAIL,9/01/1976,,Newstart Allowance,Pending,,491555555,,44,No Client Group,,17/09/2018,jobactive,,,,0,(GWZCVP49),,,0,Case Management,Commenced,4865,0,15/09/2017,,All Client Types,Stream B,0,GORDONVALE,,111,115,114,,
87273509,LEE HONG,BAZ,8/12/1988,,Newstart Allowance,Approved,1/05/2019,491555555,,31,No Client Group,RED no DL,14/05/2018,jobactive,,,,20,(XPZSWK36),,,0,Work for the Dole,Commenced,4865,0,19/04/2018,,All Client Types,Stream A,0,GORDONVALE,,84,84,82,,
88077809,PERRIER,MAMUN,1/05/1993,,Newstart Allowance,Approved,25/06/2019,491555555,,26,ATSI,Security,6/06/2017,jobactive,,,,15,(XPZSWK36),,,0,Work for the Dole,Commenced,4870,0,5/06/2017,,All Client Types,Stream A,0,WHITFIELD,,126,126,125,,
89905004,NEISH,MERISA,21/02/1962,,Newstart Allowance,Approved,27/02/2019,491555555,,57,No Client Group,JS SUS DNC,21/02/2017,jobactive,,,,0,(BO2626),,,0,Self Service and Job Activity,Suspended,4868,0,17/02/2017,,All Client Types,Stream A,0,WHITE ROCK,Voluntary Work,5,145,144,,
91861009,MAHANGA,MADOL,1/10/1976,,Newstart Allowance,Approved,21/05/2019,491555555,,43,No Client Group,,21/05/2019,jobactive,,,,15,(XPZSWK36),,,0,Self Service and Job Activity,Commenced,4870,0,16/05/2019,,All Client Types,Stream A,0,CAIRNS,,27,27,27,,
98084004,SCALLAN,JACKIE,14/03/1979,,Carer Payment,Approved,8/08/2019,491555555,,40,No Client Group,DL. QL Painter,8/08/2019,jobactive,,14/11/2019,,12,(BO2626),,Job seeker is no longer considered FEP,0,,Exited,4869,0,25/07/2019,,All Client Types,Stream A,0,BENTLEY PARK,,0,0,0,,
102281004,LITTMANN,SEAN,13/07/1977,,Newstart Allowance,Approved,19/05/2017,491555555,,42,Principal Carer Parent,,25/06/2018,jobactive,,,,4,(KL2610),,,0,Work for the Dole,Suspended,4871,0,18/05/2016,,All Client Types,Stream C,0,ALOOMBA,Temporary Medical Incapacity Exemption,111,184,175,,
112094709,DRAGER,SAEEDA,4/02/1993,,Newstart Allowance,Approved,13/08/2019,491555555,,26,No Client Group,,2/01/2018,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4870,0,26/04/2017,,All Client Types,Stream B,0,EARLVILLE,Temporary Reduced Work Capacity,83,135,132,,
112511119,MONCK,KARLE,27/05/2000,,Youth Allowance,Approved,30/08/2019,491555555,,19,ATSI,,16/08/2019,jobactive,,,,16,(DBXSFP74),,,0,Case Management,Commenced,4869,0,17/05/2018,,All Client Types,Stream B,0,BENTLEY PARK,,96,98,64,,
112550004,PUMPA,DEVON,24/02/1961,,,Approved,19/03/2019,491555555,,58,ATSI,,,jobactive,,,,8,(JD3304),,,0,Self Service and Job Activity,Pending,4868,0,18/03/2019,,All Client Types,Stream A Volunteer,0,WOREE,,36,36,36,,
113480019,YAZBECK,SHIDA,24/07/1998,,Youth Allowance,Approved,27/05/2019,491555555,,21,No Client Group,Hosp Barristsa,5/06/2018,jobactive,Yes,,,0,(CW2761),,,0,Work for the Dole,Commenced,4869,0,23/01/2018,,All Client Types,Stream B,0,EDMONTON,,96,96,96,,
114942004,EISEMAN,AMY-MAREE,18/05/1973,,ABSTUDY - Secondary/Tertiary,No Job Plan,,491555555,,46,ATSI,,,jobactive,,,,2,(TT3371),,,0,Case Management,Pending,4870,0,20/08/2019,,All Client Types,Stream B,0,BUNGALOW,,14,14,0,,
119235209,KINGSMILL,RACE,31/08/1985,,,Approved,27/06/2019,491555555,,34,No Client Group,,16/08/2017,jobactive,,18/12/2019,,0,(JD3304),,IES Exit,0,,Exited,4869,0,16/08/2017,,All Client Types,Stream A,0,EDMONTON,,116,116,116,,
123237709,COSIMI,KALLE,1/01/1982,,Newstart Allowance,Approved,6/06/2019,491555555,,38,No Client Group,,20/05/2019,jobactive,,,,2,(KL2610),,,0,Case Management,Suspended,4870,0,20/05/2019,,All Client Types,Stream C,0,WESTCOURT,Temporary Reduced Work Capacity,192,165,27,,
127234009,MALAM,TIANNAH,13/03/1979,,,Approved,13/02/2019,491555555,,40,ATSI Principal Carer Parent,Cleaning No C/L,31/07/2017,jobactive,,18/12/2019,AMBER - MED ISS,8,(GWZCVP49),,Reason not Displayed,0,,Exited,4870,0,27/07/2017,,All Client Types,Stream B,0,MANOORA,,116,117,116,,
132090509,ZAHNER,WADE,22/02/1967,,Newstart Allowance,Approved,12/07/2019,491555555,,52,Principal Carer Parent,,5/08/2015,jobactive,,,,0,(KL2610),,,0,Work for the Dole,Commenced,4870,0,1/07/2015,,All Client Types,Stream B,0,EARLVILLE,,178,230,225,,
145368209,I'ANSON,COLLIS,25/10/1978,,,Approved,30/08/2018,491555555,,41,No Client Group,,13/11/2018,jobactive,,20/12/2019,,10,(GWZCVP49),,Reason not Displayed,0,,Exited,5481,0,4/01/2018,,All Client Types,Stream B,0,WIRRABARA,,99,99,97,,
149182409,PEADON,HAMILTON,15/05/1958,,,Approved,2/07/2019,491555555,,61,No Client Group,HR,2/07/2019,jobactive,,,,12,(BO2626),,,0,Self Service and Job Activity,Commenced,812,0,1/07/2019,,All Client Types,Stream A,0,MARRARA,,21,21,21,,
151593004,VAN RYT,HEAN,19/06/1972,,Newstart Allowance,Approved,22/07/2019,491555555,,47,No Client Group,FL SB PB EWP,25/01/2017,jobactive,,,,2,(TT3371),,,0,Case Management,Suspended,4870,0,1/07/2015,,All Client Types,Stream B,0,MANOORA,Temporary Medical Incapacity Exemption,166,219,208,,
152142003,HADENFELDT,SAWYER,10/08/1978,,Newstart Allowance,No Job Plan,,491555555,,41,No Client Group,,,jobactive,,,,0,(XJKQTP93),,,0,Case Management,Pending,4870,0,19/03/2019,,All Client Types,Stream C,0,MANOORA,,66,158,0,,
154830001,FILI,PATRIZIA,4/05/1954,,Newstart Allowance,Pending,,491555555,,65,No Client Group,,,jobactive,,,,0,(KL2610),,,0,Self Service and Job Activity,Suspended,4865,0,15/07/2019,,All Client Types,Stream A,0,GORDONVALE,Voluntary Work,4,19,0,,
155248509,BETTINI,JAISON,15/12/1987,,Newstart Allowance,Approved,29/04/2019,491555555,,32,Principal Carer Parent,,29/04/2019,jobactive,,20/12/2019,,20,(JD3304),,IES Exit,0,,Exited,5481,0,24/04/2019,,All Client Types,Stream A,0,WIRRABARA,,31,31,30,,
160772409,RAO,MIKAELE,9/09/1963,,Newstart Allowance,Pending,,491555555,,56,No Client Group,,,jobactive,,,,0,(WLJRND85),,,0,Self Service and Job Activity,Pending,4870,0,18/06/2019,,All Client Types,Stream A,0,MOOROOBOOL,,23,23,0,,
162451119,VAN BERGEN,KERYN,4/09/2001,,Youth Allowance,Pending,,491555555,,18,Vulnerable Youth,,7/06/2019,jobactive,Yes,,,9,(DBXSFP74),,,0,Case Management,Commenced,4870,0,24/05/2019,,All Client Types,Stream B,0,MANUNDA,,37,27,25,,
163435309,FILOSI,DESMOND,27/07/1958,,Newstart Allowance,Pending,,491555555,,61,No Client Group,JS SUS 21.5.18,23/06/2017,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4869,0,31/08/2016,,All Client Types,Stream C,0,EDMONTON,Claiming DSP Exemption,53,169,169,,
164196209,MASANGKAY,ERLINA,31/03/1985,,Newstart Allowance,Pending,,491555555,,34,No Client Group,(O) parts intrp,11/05/2017,jobactive,,,,0,(XJFZTC64),,,0,Work for the Dole,Commenced,4870,0,1/07/2015,,All Client Types,Stream B,0,MANUNDA,,228,230,225,,
174583004,PHIZACKLEA,CHANDRALATHA,31/01/1978,,,Pending,,491555555,,41,No Client Group,CarDetCustServ,18/01/2019,jobactive,,,,0,(XPZSWK36),,,35,Case Management,Commenced,4870,0,17/01/2019,,All Client Types,Stream A,0,KANIMBLA,,43,43,43,,
177767003,PAXEVANOS,MAHER,1/12/1979,,Newstart Allowance,Approved,16/05/2019,491555555,,40,No Client Group,Security,5/02/2018,jobactive,,,,0,(JD3304),,,85,Work for the Dole,Commenced,4870,0,16/08/2017,,All Client Types,Stream A,0,CAIRNS,,101,101,93,,
178508003,URSINO,KIRSTINA,4/04/1977,,Newstart Allowance,Approved,25/07/2018,491555555,,42,No Client Group,DL RSA RET HOSP,24/07/2015,jobactive,,,AMBER No CAR,10,(GWZCVP49),,,219,Case Management,Commenced,4870,0,1/07/2015,,All Client Types,Stream B,0,MANUNDA,,230,230,227,,
182311004,PLEWRIGHT,DUC,23/12/1975,,Newstart Allowance,Approved,4/04/2019,491555555,,44,ATSI Principal Carer Parent,"G,CL/OT,INDISUP",5/03/2018,jobactive,,,SUS,10,(XJKQTP93),,,53,Case Management,Commenced,4869,0,2/03/2018,,All Client Types,Stream B,0,EDMONTON,,61,91,90,,
185560008,BLADON,SUSSANE,25/05/1975,,Newstart Allowance,Approved,6/06/2019,491555555,,44,ATSI,AAR met,16/07/2015,jobactive,,,Wkg Mookai Rose,10,(XJFZTC64),,,138,Case Management,Commenced,4869,0,1/07/2015,,All Client Types,Stream B,0,BENTLEY PARK,,148,229,227,,
186506019,BLOCK,ARY,9/05/1999,,Youth Allowance,Approved,16/05/2019,491555555,,20,No Client Group,KH RSA RSG,11/05/2017,jobactive,,,,20,(JD3304),,,105,Case Management,Commenced,4870,0,24/04/2017,,All Client Types,Stream A,0,MOOROOBOOL,,116,135,133,,
190354004,HEMSWORTH,NGOC MAI,13/12/1979,,Parenting Payment Single,No Job Plan,,491555555,,40,ATSI Principal Carer Parent,,30/07/2019,jobactive,,,,10,(GWZCVP49),,,41,Case Management,Commenced,4865,0,24/07/2019,,All Client Types,Stream B,0,GORDONVALE,,49,53,17,,
192331209,SHIMELD,CAMERON,4/02/1983,,Newstart Allowance,Approved,23/05/2019,******,,36,No Client Group,,23/05/2019,jobactive,,,,1,(TT3371),,,19,Case Management,Commenced,4870,0,1/05/2018,,All Client Types,Stream B,0,MANOORA,,76,76,76,,
195407209,MELDON,JONITA,7/09/1984,,Newstart Allowance,Approved,29/07/2019,491555555,,35,ATSI,grn HSK Hos DL,1/04/2019,jobactive,,,,10,(XPZSWK36),,,26,Self Service and Job Activity,Commenced,4870,0,28/03/2019,,All Client Types,Stream A,0,EARLVILLE,,35,35,34,,
195513509,SHERBURN,FARRUKH,15/12/1988,,Newstart Allowance,Approved,11/04/2019,******,,31,No Client Group,DL/ TA/ WC,11/04/2019,jobactive,,,,15,(XPZSWK36),,,25,Self Service and Job Activity,Commenced,4868,0,10/04/2019,,All Client Types,Stream A,0,WOREE,,33,33,33,,
197855004,NURI,EWAN,4/08/1977,,Newstart Allowance,Approved,4/06/2019,491555555,,42,ATSI,,4/06/2019,jobactive,,,,20,(GWZCVP49),,,15,Case Management,Commenced,4870,0,22/05/2019,,All Client Types,Stream B,0,MANOORA,,40,27,25,,
201882209,MIHAIL,KYNAN,1/07/1983,,Newstart Allowance,Approved,2/05/2019,******,,36,ATSI,Flift T/C Lab,5/10/2017,jobactive,,,WKG AMBER,1,(GWZCVP49),,,103,Case Management,Commenced,4869,0,25/09/2017,,All Client Types,Stream B,0,EDMONTON,,111,113,112,,
203618509,KLOTZ,JUMANA,3/09/1966,,Newstart Allowance,Approved,26/09/2018,491555555,,53,No Client Group,,,jobactive,,,medical issues,0,(BFTDCM93),,,0,Case Management,Pending,4868,0,29/05/2017,,All Client Types,Stream C,0,WOREE,,62,130,130,,
215629609,DELLAWAY,TAQI,2/11/1972,,Newstart Allowance,Approved,7/03/2019,491555555,,47,No Client Group,,7/03/2019,jobactive,,,,12,(BO2626),,,16,Self Service and Job Activity,Commenced,4870,0,5/03/2019,,All Client Types,Stream A,0,EARLVILLE,,25,34,34,,
217459409,TANUKU,SUPAWADEE,24/11/1986,,Newstart Allowance,Approved,15/08/2019,491555555,,33,No Client Group,,15/08/2019,jobactive,,,,15,(GWZCVP49),,,7,Case Management,Commenced,4870,0,2/02/2018,,All Client Types,Stream B,0,MOOROOBOOL,,95,95,92,,
219862007,BENAVIDEZ,KAMRUN,20/10/1976,,Newstart Allowance,Approved,6/08/2019,491555555,,43,ATSI,,30/07/2019,jobactive,,,,10,(BFTDCM93),,,169,Work for the Dole,Commenced,4868,0,26/07/2019,,All Client Types,Stream B,0,WOREE,,219,194,17,,
223547009,PRESTIANNI,ZERA,10/04/1967,,Newstart Allowance,No Job Plan,,491555555,,52,No Client Group,,,jobactive,,,,20,(WLJRND85),,,0,Self Service and Job Activity,Pending,4870,0,23/07/2019,,All Client Types,Stream A,0,EARLVILLE,,17,17,0,,
223820509,PSIHARIS,GREGGORY,19/04/1956,,,Approved,12/09/2018,491555555,,63,No Client Group,,,jobactive,,,,0,(WLJRND85),,,0,Self Service and Job Activity,Pending,4869,0,31/03/2017,,All Client Types,Stream A Volunteer,0,EDMONTON,,127,127,110,,
229071019,MORET,RAGHBIR,21/10/1998,,Youth Allowance,Approved,16/11/2018,491555555,,21,No Client Group,,13/02/2017,jobactive,,,,5,(DBXSFP74),,,119,Work for the Dole,Suspended,4868,0,9/02/2017,,All Client Types,Stream B,0,BAYVIEW HEIGHTS,Other Special Circumstances Exemption,119,138,137,,
234192004,DARRAGH,RHETT,20/02/1977,,Newstart Allowance,Approved,10/05/2019,491555555,,42,Principal Carer Parent,(R)MENTALHEALTH,10/05/2019,jobactive,,,,4,(XJKQTP93),,,14,Case Management,Suspended,4871,0,1/05/2019,,All Client Types,Stream C,0,EAST TRINITY,Major Personal Crisis Exemption,37,69,29,,
235802909,OVERALL,GUOQIANG,28/05/1997,,Newstart Allowance,Approved,12/06/2019,491555555,,22,No Client Group,,13/03/2019,jobactive,,,,10,(DBXSFP74),,,50,Case Management,Suspended,4861,0,23/07/2018,,All Client Types,Stream B,0,EAST RUSSELL,Temporary Medical Incapacity Exemption,51,69,67,,
239980909,BOLLMAN,INGER,9/08/1960,,Newstart Allowance,No Job Plan,,******,,59,ATSI,*DNC* - 10.8.17,,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4870,0,1/07/2015,,All Client Types,Stream B,0,WESTCOURT,Foster Carer Exemption,4,230,0,,
246702809,MORRISBY,TENDAI,6/01/1957,,Newstart Allowance,Pending,,491555555,,63,No Client Group,(O)WRK,21/07/2015,jobactive,,,WRK,0,(KL2610),,,29,Work for the Dole,Commenced,4868,0,1/07/2015,,All Client Types,Stream B,0,MOUNT SHERIDAN,,40,230,227,,
251901019,KARAM,CARMENCITA,4/01/1997,,Newstart Allowance,Approved,4/02/2019,491555555,,23,ATSI Principal Carer Parent,,25/10/2018,jobactive,,,,5,(DBXSFP74),,,218,Work for the Dole,Commenced,4869,0,9/10/2018,,All Client Types,Stream B,0,BENTLEY PARK,,230,59,57,,
